"time","count_c2","count_mc","count_mco"
7.238,6,6,6
7.24,6,6,6
7.242,6,6,6
7.244,6,6,6
7.246,6,6,6
7.248,6,6,6
7.249999999999982,6,6,6
7.249999999999982,6,6,6
7.25,6,6,6
7.252,6,6,6
7.254,6,6,6
7.256,6,6,6
7.258,6,6,6
7.26,6,6,6
7.262,6,6,6
7.264,6,6,6
7.266,6,6,6
7.268,6,6,6
7.27,6,6,6
7.272,6,6,6
7.274,6,6,6
7.276,6,6,6
7.278,6,6,6
7.28,6,6,6
7.282,6,6,6
7.284,6,6,6
7.286,6,6,6
7.288,6,6,6
7.29,6,6,6
7.292,6,6,6
7.294,6,6,6
7.296,6,6,6
7.298,6,6,6
7.299999999999982,6,6,6
7.299999999999982,6,6,6
7.3,6,6,6
7.302,6,6,6
7.304,6,6,6
7.306,6,6,6
7.308,6,6,6
7.31,6,6,6
7.312,6,6,6
7.314,6,6,6
7.316,6,6,6
7.318,6,6,6
7.32,6,6,6
7.322,6,6,6
7.324,6,6,6
7.326,6,6,6
7.328,6,6,6
7.33,6,6,6
7.332,6,6,6
7.334,6,6,6
7.336,6,6,6
7.338,6,6,6
7.34,6,6,6
7.342,6,6,6
7.344,6,6,6
7.346,6,6,6
7.348,6,6,6
7.349999999999982,6,6,6
7.349999999999982,6,6,6
7.35,6,6,6
7.352,6,6,6
7.354,6,6,6
7.356,6,6,6
7.358,6,6,6
7.36,6,6,6
7.362,6,6,6
7.364,6,6,6
7.366,6,6,6
7.368,6,6,6
7.37,6,6,6
7.372,6,6,6
7.374,6,6,6
7.376,6,6,6
7.378,6,6,6
7.38,6,6,6
7.382,6,6,6
7.384,6,6,6
7.386,6,6,6
7.388,6,6,6
7.39,6,6,6
7.392,6,6,6
7.394,6,6,6
7.396,6,6,6
7.398,6,6,6
7.399999999999982,6,6,6
7.399999999999982,6,6,6
7.400000000000004,6,6,6
7.400000000000004,6,6,6
7.402,6,6,6
7.404,6,6,6
7.406,6,6,6
7.408,6,6,6
7.41,6,6,6
7.412,6,6,6
7.414,6,6,6
7.416,6,6,6
7.418,6,6,6
7.42,6,6,6
7.422,6,6,6
7.424,6,6,6
7.426,6,6,6
7.428,6,6,6
7.43,6,6,6
7.432,6,6,6
7.434,6,6,6
7.436,6,6,6
7.438,6,6,6
7.44,6,6,6
7.442,6,6,6
7.444,6,6,6
7.446,6,6,6
7.448,6,6,6
7.449999999999982,6,6,6
7.449999999999982,6,6,6
7.45,6,6,6
7.452,6,6,6
7.454,6,6,6
7.456,6,6,6
7.458,6,6,6
7.46,6,6,6
7.462,6,6,6
7.464,6,6,6
7.466,6,6,6
7.468,6,6,6
7.47,6,6,6
7.472,6,6,6
7.474,6,6,6
7.476,6,6,6
7.478,6,6,6
7.48,6,6,6
7.482,6,6,6
7.484,6,6,6
7.486,6,6,6
7.488,6,6,6
7.49,6,6,6
7.492,6,6,6
7.494,6,6,6
7.496,6,6,6
7.498,6,6,6
7.499999999999981,6,6,6
7.499999999999981,6,6,6
7.5,6,6,6
7.502,6,6,6
7.504,6,6,6
7.506,6,6,6
7.508,6,6,6
7.51,6,6,6
7.512,6,6,6
7.514,6,6,6
7.516,6,6,6
7.518,6,6,6
7.52,6,6,6
7.522,6,6,6
7.524,6,6,6
7.526,6,6,6
7.528,6,6,6
7.53,6,6,6
7.532,6,6,6
7.534,6,6,6
7.536,6,6,6
7.538,6,6,6
7.54,6,6,6
7.542,6,6,6
7.544,6,6,6
7.546,6,6,6
7.548,6,6,6
7.549999999999981,6,6,6
7.549999999999981,6,6,6
7.55,6,6,6
7.552,6,6,6
7.554,6,6,6
7.556,6,6,6
7.558,6,6,6
7.56,6,6,6
7.562,6,6,6
7.564,6,6,6
7.566,6,6,6
7.568,6,6,6
7.57,6,6,6
7.572,6,6,6
7.574,6,6,6
7.576,6,6,6
7.578,6,6,6
7.58,6,6,6
7.582,6,6,6
7.584,6,6,6
7.586,6,6,6
7.588,6,6,6
7.59,6,6,6
7.592,6,6,6
7.594,6,6,6
7.596,6,6,6
7.598,6,6,6
7.599999999999981,6,6,6
7.599999999999981,6,6,6
7.600000000000004,6,6,6
7.600000000000004,6,6,6
7.602,6,6,6
7.604,6,6,6
7.606,6,6,6
7.608,6,6,6
7.61,6,6,6
7.612,6,6,6
7.614,6,6,6
7.616,6,6,6
7.618,6,6,6
7.62,6,6,6
7.622,6,6,6
7.624,6,6,6
7.626,6,6,6
7.628,6,6,6
7.63,6,6,6
7.632,6,6,6
7.634,6,6,6
7.636,6,6,6
7.638,6,6,6
7.64,6,6,6
7.642,6,6,6
7.644,6,6,6
7.646,6,6,6
7.648,6,6,6
7.649999999999981,6,6,6
7.649999999999981,6,6,6
7.65,6,6,6
7.652,6,6,6
7.654,6,6,6
7.656,6,6,6
7.658,6,6,6
7.66,6,6,6
7.662,6,6,6
7.664,6,6,6
7.666,6,6,6
7.668,6,6,6
7.67,6,6,6
7.672,6,6,6
7.674,6,6,6
7.676,6,6,6
7.678,6,6,6
7.68,6,6,6
7.682,6,6,6
7.684,6,6,6
7.686,6,6,6
7.688,6,6,6
7.69,6,6,6
7.692,6,6,6
7.694,6,6,6
7.696,6,6,6
7.698,6,6,6
7.699999999999981,6,6,6
7.699999999999981,6,6,6
7.7,6,6,6
7.700000000340442,6,6,6
7.700000000340442,6,6,6
7.702,6,6,6
7.704,6,6,6
7.706,6,6,6
7.708,6,6,6
7.71,6,6,6
7.712,6,6,6
7.714,6,6,6
7.716,6,6,6
7.718,6,6,6
7.72,6,6,6
7.722,6,6,6
7.724,6,6,6
7.726,6,6,6
7.728,6,6,6
7.73,6,6,6
7.732,6,6,6
7.734,6,6,6
7.736,6,6,6
7.738,6,6,6
7.74,6,6,6
7.742,6,6,6
7.744,6,6,6
7.746,6,6,6
7.748,6,6,6
7.74999999999998,6,6,6
7.74999999999998,6,6,6
7.75,6,6,6
7.752,6,6,6
7.754,6,6,6
7.756,6,6,6
7.758,6,6,6
7.76,6,6,6
7.762,6,6,6
7.764,6,6,6
7.766,6,6,6
7.768,6,6,6
7.77,6,6,6
7.772,6,6,6
7.774,6,6,6
7.776,6,6,6
7.778,6,6,6
7.78,6,6,6
7.782,6,6,6
7.784,6,6,6
7.786,6,6,6
7.788,6,6,6
7.79,6,6,6
7.790000345086564,6,6,6
7.790000345086564,6,7,6
7.790199565211632,6,7,6
7.790199565211632,7,7,6
7.790199565820639,7,7,6
7.790199565820639,7,7,7
7.792,7,7,7
7.794,7,7,7
7.796,7,7,7
7.798,7,7,7
7.79999999999998,7,7,7
7.79999999999998,7,7,7
7.800000000000004,7,7,7
7.800000000000004,7,7,7
7.802,7,7,7
7.804,7,7,7
7.806,7,7,7
7.808,7,7,7
7.81,7,7,7
7.812,7,7,7
7.814,7,7,7
7.816,7,7,7
7.818,7,7,7
7.82,7,7,7
7.822,7,7,7
7.824,7,7,7
7.826,7,7,7
7.828,7,7,7
7.83,7,7,7
7.832,7,7,7
7.834,7,7,7
7.836,7,7,7
7.838,7,7,7
7.84,7,7,7
7.842,7,7,7
7.844,7,7,7
7.846,7,7,7
7.848,7,7,7
7.84999999999998,7,7,7
7.84999999999998,7,7,7
7.85,7,7,7
7.852,7,7,7
7.854,7,7,7
7.856,7,7,7
7.858,7,7,7
7.86,7,7,7
7.862,7,7,7
7.864,7,7,7
7.866,7,7,7
7.868,7,7,7
7.87,7,7,7
7.872,7,7,7
7.874,7,7,7
7.876,7,7,7
7.878,7,7,7
7.88,7,7,7
7.882,7,7,7
7.884,7,7,7
7.886,7,7,7
7.888,7,7,7
7.89,7,7,7
7.892,7,7,7
7.894,7,7,7
7.896,7,7,7
7.898,7,7,7
7.89999999999998,7,7,7
7.89999999999998,7,7,7
7.9,7,7,7
7.902,7,7,7
7.904,7,7,7
7.906,7,7,7
7.908,7,7,7
7.91,7,7,7
7.912,7,7,7
7.914,7,7,7
7.916,7,7,7
7.918,7,7,7
7.92,7,7,7
7.922,7,7,7
7.924,7,7,7
7.926,7,7,7
7.928,7,7,7
7.93,7,7,7
7.932,7,7,7
7.934,7,7,7
7.936,7,7,7
7.938,7,7,7
7.94,7,7,7
7.942,7,7,7
7.944,7,7,7
7.946,7,7,7
7.948,7,7,7
7.94999999999998,7,7,7
7.94999999999998,7,7,7
7.95,7,7,7
7.952,7,7,7
7.954,7,7,7
7.956,7,7,7
7.958,7,7,7
7.96,7,7,7
7.962,7,7,7
7.964,7,7,7
7.966,7,7,7
7.968,7,7,7
7.97,7,7,7
7.972,7,7,7
7.974,7,7,7
7.976,7,7,7
7.978,7,7,7
7.98,7,7,7
7.982,7,7,7
7.984,7,7,7
7.986,7,7,7
7.988,7,7,7
7.99,7,7,7
7.992,7,7,7
7.994,7,7,7
7.996,7,7,7
7.998,7,7,7
7.99999999999998,7,7,7
7.99999999999998,7,7,7
7.999999999999999,7,7,7
7.999999999999999,7,7,7
8.002000000000001,7,7,7
8.004,7,7,7
8.006,7,7,7
8.007999999999999,7,7,7
8.01,7,7,7
8.010199565333707,7,7,7
8.010199565333707,7,7,7
8.010199565942735,7,7,7
8.010199565942735,7,7,7
8.012,7,7,7
8.013999999999999,7,7,7
8.016,7,7,7
8.018000000000001,7,7,7
8.02,7,7,7
8.022,7,7,7
8.023999999999999,7,7,7
8.026,7,7,7
8.028,7,7,7
8.029999999999999,7,7,7
8.032,7,7,7
8.034000000000001,7,7,7
8.036,7,7,7
8.038,7,7,7
8.039999999999999,7,7,7
8.042,7,7,7
8.044,7,7,7
8.045999999999999,7,7,7
8.048,7,7,7
8.049999999999979,7,7,7
8.049999999999979,7,7,7
8.050000000000001,7,7,7
8.052,7,7,7
8.054,7,7,7
8.055999999999999,7,7,7
8.058,7,7,7
8.06,7,7,7
8.061999999999999,7,7,7
8.064,7,7,7
8.066000000000001,7,7,7
8.068,7,7,7
8.07,7,7,7
8.071999999999999,7,7,7
8.074,7,7,7
8.076000000000001,7,7,7
8.077999999999999,7,7,7
8.08,7,7,7
8.082000000000001,7,7,7
8.084,7,7,7
8.086,7,7,7
8.087999999999999,7,7,7
8.09,7,7,7
8.092000000000001,7,7,7
8.093999999999999,7,7,7
8.096,7,7,7
8.098000000000001,7,7,7
8.09999999999998,7,7,7
8.09999999999998,7,7,7
8.1,7,7,7
8.102,7,7,7
8.103999999999999,7,7,7
8.106,7,7,7
8.108000000000001,7,7,7
8.109999999999999,7,7,7
8.112,7,7,7
8.114000000000001,7,7,7
8.116,7,7,7
8.118,7,7,7
8.119999999999999,7,7,7
8.122,7,7,7
8.124000000000001,7,7,7
8.125999999999999,7,7,7
8.128,7,7,7
8.130000000000001,7,7,7
8.132,7,7,7
8.134,7,7,7
8.135999999999999,7,7,7
8.138,7,7,7
8.140000000000001,7,7,7
8.141999999999999,7,7,7
8.144,7,7,7
8.146000000000001,7,7,7
8.148,7,7,7
8.149999999999981,7,7,7
8.149999999999981,7,7,7
8.15,7,7,7
8.151999999999999,7,7,7
8.154,7,7,7
8.156000000000001,7,7,7
8.157999999999999,7,7,7
8.16,7,7,7
8.162000000000001,7,7,7
8.164,7,7,7
8.166,7,7,7
8.167999999999999,7,7,7
8.17,7,7,7
8.172000000000001,7,7,7
8.173999999999999,7,7,7
8.176,7,7,7
8.178000000000001,7,7,7
8.18,7,7,7
8.182,7,7,7
8.183999999999999,7,7,7
8.186,7,7,7
8.188000000000001,7,7,7
8.19,7,7,7
8.192,7,7,7
8.194000000000001,7,7,7
8.196,7,7,7
8.198,7,7,7
8.199999999999982,7,7,7
8.199999999999982,7,7,7
8.200000000000003,7,7,7
8.200000000000003,7,7,7
8.202,7,7,7
8.204000000000001,7,7,7
8.206,7,7,7
8.208,7,7,7
8.210000000000001,7,7,7
8.212,7,7,7
8.214,7,7,7
8.215999999999999,7,7,7
8.218,7,7,7
8.220000000000001,7,7,7
8.222,7,7,7
8.224,7,7,7
8.226000000000001,7,7,7
8.228,7,7,7
8.23,7,7,7
8.231999999999999,7,7,7
8.234,7,7,7
8.236000000000001,7,7,7
8.238,7,7,7
8.24,7,7,7
8.242000000000001,7,7,7
8.244,7,7,7
8.246,7,7,7
8.247999999999999,7,7,7
8.249999999999982,7,7,7
8.249999999999982,7,7,7
8.25,7,7,7
8.252000000000001,7,7,7
8.254,7,7,7
8.256,7,7,7
8.257999999999999,7,7,7
8.26,7,7,7
8.262,7,7,7
8.263999999999999,7,7,7
8.266,7,7,7
8.268000000000001,7,7,7
8.27,7,7,7
8.272,7,7,7
8.273999999999999,7,7,7
8.276,7,7,7
8.278,7,7,7
8.279999999999999,7,7,7
8.282,7,7,7
8.284000000000001,7,7,7
8.286,7,7,7
8.288,7,7,7
8.289999999999999,7,7,7
8.292,7,7,7
8.294,7,7,7
8.295999999999999,7,7,7
8.298,7,7,7
8.299999999999983,7,7,7
8.299999999999983,7,7,7
8.300000000000001,7,7,7
8.302,7,7,7
8.304,7,7,7
8.305999999999999,7,7,7
8.308,7,7,7
8.31,7,7,7
8.311999999999999,7,7,7
8.314,7,7,7
8.316000000000001,7,7,7
8.318,7,7,7
8.32,7,7,7
8.321999999999999,7,7,7
8.324,7,7,7
8.326000000000001,7,7,7
8.327999999999999,7,7,7
8.33,7,7,7
8.332000000000001,7,7,7
8.334,7,7,7
8.336,7,7,7
8.337999999999999,7,7,7
8.34,7,7,7
8.342000000000001,7,7,7
8.343999999999999,7,7,7
8.346,7,7,7
8.348000000000001,7,7,7
8.349999999999984,7,7,7
8.349999999999984,7,7,7
8.35,7,7,7
8.352,7,7,7
8.353999999999999,7,7,7
8.356,7,7,7
8.358000000000001,7,7,7
8.359999999999999,7,7,7
8.362,7,7,7
8.364000000000001,7,7,7
8.366,7,7,7
8.368,7,7,7
8.369999999999999,7,7,7
8.372,7,7,7
8.374000000000001,7,7,7
8.375999999999999,7,7,7
8.378,7,7,7
8.380000000000001,7,7,7
8.382,7,7,7
8.384,7,7,7
8.385999999999999,7,7,7
8.388,7,7,7
8.390000000000001,7,7,7
8.391999999999999,7,7,7
8.394,7,7,7
8.396000000000001,7,7,7
8.398,7,7,7
8.399999999999984,7,7,7
8.399999999999984,7,7,7
8.400000000000002,7,7,7
8.400000000000002,7,7,7
8.401999999999999,7,7,7
8.404,7,7,7
8.406000000000001,7,7,7
8.407999999999999,7,7,7
8.41,7,7,7
8.412000000000001,7,7,7
8.414,7,7,7
8.416,7,7,7
8.417999999999999,7,7,7
8.42,7,7,7
8.422000000000001,7,7,7
8.423999999999999,7,7,7
8.426,7,7,7
8.428000000000001,7,7,7
8.43,7,7,7
8.432,7,7,7
8.433999999999999,7,7,7
8.436,7,7,7
8.438000000000001,7,7,7
8.44,7,7,7
8.442,7,7,7
8.444000000000001,7,7,7
8.446,7,7,7
8.448,7,7,7
8.449999999999985,7,7,7
8.449999999999985,7,7,7
8.449999999999999,7,7,7
8.452,7,7,7
8.454000000000001,7,7,7
8.456,7,7,7
8.458,7,7,7
8.460000000000001,7,7,7
8.462,7,7,7
8.464,7,7,7
8.465999999999999,7,7,7
8.468,7,7,7
8.470000000000001,7,7,7
8.472,7,7,7
8.474,7,7,7
8.476000000000001,7,7,7
8.478,7,7,7
8.48,7,7,7
8.481999999999999,7,7,7
8.484,7,7,7
8.486000000000001,7,7,7
8.488,7,7,7
8.49,7,7,7
8.492000000000001,7,7,7
8.494,7,7,7
8.496,7,7,7
8.497999999999999,7,7,7
8.499999999999986,7,7,7
8.499999999999986,7,7,7
8.5,7,7,7
8.502000000000001,7,7,7
8.504,7,7,7
8.506,7,7,7
8.507999999999999,7,7,7
8.51,7,7,7
8.512,7,7,7
8.513999999999999,7,7,7
8.516,7,7,7
8.518000000000001,7,7,7
8.52,7,7,7
8.522,7,7,7
8.523999999999999,7,7,7
8.526,7,7,7
8.528,7,7,7
8.529999999999999,7,7,7
8.532,7,7,7
8.534000000000001,7,7,7
8.536,7,7,7
8.538,7,7,7
8.539999999999999,7,7,7
8.542,7,7,7
8.544,7,7,7
8.545999999999999,7,7,7
8.548,7,7,7
8.549999999999986,7,7,7
8.549999999999986,7,7,7
8.550000000000001,7,7,7
8.552,7,7,7
8.554,7,7,7
8.555999999999999,7,7,7
8.558,7,7,7
8.56,7,7,7
8.561999999999999,7,7,7
8.564,7,7,7
8.566000000000001,7,7,7
8.568,7,7,7
8.57,7,7,7
8.571999999999999,7,7,7
8.574,7,7,7
8.576000000000001,7,7,7
8.577999999999999,7,7,7
8.58,7,7,7
8.582000000000001,7,7,7
8.584,7,7,7
8.586,7,7,7
8.587999999999999,7,7,7
8.59,7,7,7
8.592000000000001,7,7,7
8.593999999999999,7,7,7
8.596,7,7,7
8.598000000000001,7,7,7
8.599999999999987,7,7,7
8.599999999999987,7,7,7
8.600000000000001,7,7,7
8.600000000000001,7,7,7
8.602,7,7,7
8.603999999999999,7,7,7
8.606,7,7,7
8.608000000000001,7,7,7
8.609999999999999,7,7,7
8.612,7,7,7
8.614000000000001,7,7,7
8.616,7,7,7
8.618,7,7,7
8.619999999999999,7,7,7
8.622,7,7,7
8.624000000000001,7,7,7
8.625999999999999,7,7,7
8.628,7,7,7
8.630000000000001,7,7,7
8.632,7,7,7
8.634,7,7,7
8.635999999999999,7,7,7
8.638,7,7,7
8.640000000000001,7,7,7
8.641999999999999,7,7,7
8.644,7,7,7
8.646000000000001,7,7,7
8.648,7,7,7
8.649999999999988,7,7,7
8.649999999999988,7,7,7
8.65,7,7,7
8.651999999999999,7,7,7
8.654,7,7,7
8.656000000000001,7,7,7
8.657999999999999,7,7,7
8.66,7,7,7
8.662000000000001,7,7,7
8.664,7,7,7
8.666,7,7,7
8.667999999999999,7,7,7
8.67,7,7,7
8.672000000000001,7,7,7
8.673999999999999,7,7,7
8.676,7,7,7
8.678000000000001,7,7,7
8.68,7,7,7
8.682,7,7,7
8.683999999999999,7,7,7
8.686,7,7,7
8.688000000000001,7,7,7
8.69,7,7,7
8.692,7,7,7
8.694000000000001,7,7,7
8.696,7,7,7
8.698,7,7,7
8.699999999999989,7,7,7
8.699999999999989,7,7,7
8.699999999999999,7,7,7
8.702,7,7,7
8.704000000000001,7,7,7
8.706,7,7,7
8.708,7,7,7
8.710000000000001,7,7,7
8.712,7,7,7
8.714,7,7,7
8.715999999999999,7,7,7
8.718,7,7,7
8.720000000000001,7,7,7
8.722,7,7,7
8.724,7,7,7
8.726000000000001,7,7,7
8.728,7,7,7
8.73,7,7,7
8.731999999999999,7,7,7
8.734,7,7,7
8.736000000000001,7,7,7
8.738,7,7,7
8.74,7,7,7
8.742000000000001,7,7,7
8.744,7,7,7
8.746,7,7,7
8.747999999999999,7,7,7
8.749999999999989,7,7,7
8.749999999999989,7,7,7
8.75,7,7,7
8.752000000000001,7,7,7
8.754,7,7,7
8.756,7,7,7
8.757999999999999,7,7,7
8.76,7,7,7
8.762,7,7,7
8.763999999999999,7,7,7
8.766,7,7,7
8.768000000000001,7,7,7
8.77,7,7,7
8.772,7,7,7
8.773999999999999,7,7,7
8.776,7,7,7
8.778,7,7,7
8.779999999999999,7,7,7
8.782,7,7,7
8.784000000000001,7,7,7
8.786,7,7,7
8.788,7,7,7
8.789999999999999,7,7,7
8.792,7,7,7
8.794,7,7,7
8.795999999999999,7,7,7
8.798,7,7,7
8.79999999999999,7,7,7
8.79999999999999,7,7,7
8.800000000000001,7,7,7
8.802,7,7,7
8.804,7,7,7
8.805999999999999,7,7,7
8.808,7,7,7
8.81,7,7,7
8.811999999999999,7,7,7
8.814,7,7,7
8.816000000000001,7,7,7
8.818,7,7,7
8.82,7,7,7
8.821999999999999,7,7,7
8.824,7,7,7
8.826000000000001,7,7,7
8.827999999999999,7,7,7
8.83,7,7,7
8.832000000000001,7,7,7
8.834,7,7,7
8.836,7,7,7
8.837999999999999,7,7,7
8.84,7,7,7
8.842000000000001,7,7,7
8.843999999999999,7,7,7
8.846,7,7,7
8.848000000000001,7,7,7
8.849999999999991,7,7,7
8.849999999999991,7,7,7
8.85,7,7,7
8.852,7,7,7
8.853999999999999,7,7,7
8.856,7,7,7
8.858000000000001,7,7,7
8.859999999999999,7,7,7
8.862,7,7,7
8.864000000000001,7,7,7
8.866,7,7,7
8.868,7,7,7
8.869999999999999,7,7,7
8.872,7,7,7
8.874000000000001,7,7,7
8.875999999999999,7,7,7
8.878,7,7,7
8.880000000000001,7,7,7
8.882,7,7,7
8.884,7,7,7
8.885999999999999,7,7,7
8.888,7,7,7
8.890000000000001,7,7,7
8.891999999999999,7,7,7
8.894,7,7,7
8.896000000000001,7,7,7
8.898,7,7,7
8.899999999999991,7,7,7
8.899999999999991,7,7,7
8.9,7,7,7
8.901999999999999,7,7,7
8.904,7,7,7
8.906000000000001,7,7,7
8.907999999999999,7,7,7
8.91,7,7,7
8.912000000000001,7,7,7
8.914,7,7,7
8.916,7,7,7
8.917999999999999,7,7,7
8.92,7,7,7
8.922000000000001,7,7,7
8.923999999999999,7,7,7
8.926,7,7,7
8.928000000000001,7,7,7
8.93,7,7,7
8.932,7,7,7
8.933999999999999,7,7,7
8.936,7,7,7
8.938000000000001,7,7,7
8.94,7,7,7
8.942,7,7,7
8.944000000000001,7,7,7
8.946,7,7,7
8.948,7,7,7
8.949999999999992,7,7,7
8.949999999999992,7,7,7
8.949999999999999,7,7,7
8.952,7,7,7
8.954000000000001,7,7,7
8.956,7,7,7
8.958,7,7,7
8.960000000000001,7,7,7
8.962,7,7,7
8.964,7,7,7
8.965999999999999,7,7,7
8.968,7,7,7
8.970000000000001,7,7,7
8.972,7,7,7
8.974,7,7,7
8.976000000000001,7,7,7
8.978,7,7,7
8.98,7,7,7
8.981999999999999,7,7,7
8.984,7,7,7
8.986000000000001,7,7,7
8.988,7,7,7
8.99,7,7,7
8.992000000000001,7,7,7
8.994,7,7,7
8.996,7,7,7
8.997999999999999,7,7,7
8.999999999999993,7,7,7
8.999999999999993,7,7,7
9,7,7,7
9,7,7,7
9.002000000000001,7,7,7
9.004,7,7,7
9.006,7,7,7
9.007999999999999,7,7,7
9.01,7,7,7
9.012,7,7,7
9.013999999999999,7,7,7
9.016,7,7,7
9.018000000000001,7,7,7
9.02,7,7,7
9.022,7,7,7
9.023999999999999,7,7,7
9.026,7,7,7
9.028,7,7,7
9.029999999999999,7,7,7
9.032,7,7,7
9.034000000000001,7,7,7
9.036,7,7,7
9.038,7,7,7
9.039999999999999,7,7,7
9.042,7,7,7
9.044,7,7,7
9.045999999999999,7,7,7
9.048,7,7,7
9.049999999999994,7,7,7
9.049999999999994,7,7,7
9.050000000000001,7,7,7
9.052,7,7,7
9.054,7,7,7
9.055999999999999,7,7,7
9.058,7,7,7
9.06,7,7,7
9.061999999999999,7,7,7
9.064,7,7,7
9.066000000000001,7,7,7
9.068,7,7,7
9.07,7,7,7
9.071999999999999,7,7,7
9.074,7,7,7
9.076000000000001,7,7,7
9.077999999999999,7,7,7
9.08,7,7,7
9.082000000000001,7,7,7
9.084,7,7,7
9.086,7,7,7
9.087999999999999,7,7,7
9.09,7,7,7
9.090013028376534,7,7,7
9.090013028376534,7,8,7
9.090013051991672,7,8,7
9.090013051991672,8,8,7
9.090013051991773,8,8,7
9.090013051991773,8,8,8
9.092000000000001,8,8,8
9.093999999999999,8,8,8
9.096,8,8,8
9.098000000000001,8,8,8
9.099999999999994,8,8,8
9.099999999999994,8,8,8
9.1,8,8,8
9.102,8,8,8
9.103999999999999,8,8,8
9.106,8,8,8
9.108000000000001,8,8,8
9.109999999999999,8,8,8
9.112,8,8,8
9.114000000000001,8,8,8
9.116,8,8,8
9.118,8,8,8
9.119999999999999,8,8,8
9.122,8,8,8
9.124000000000001,8,8,8
9.125999999999999,8,8,8
9.128,8,8,8
9.130000000000001,8,8,8
9.132,8,8,8
9.134,8,8,8
9.135999999999999,8,8,8
9.138,8,8,8
9.140000000000001,8,8,8
9.141999999999999,8,8,8
9.144,8,8,8
9.146000000000001,8,8,8
9.148,8,8,8
9.149999999999995,8,8,8
9.149999999999995,8,8,8
9.15,8,8,8
9.151999999999999,8,8,8
9.154,8,8,8
9.156000000000001,8,8,8
9.157999999999999,8,8,8
9.16,8,8,8
9.162000000000001,8,8,8
9.164,8,8,8
9.166,8,8,8
9.167999999999999,8,8,8
9.17,8,8,8
9.172000000000001,8,8,8
9.173999999999999,8,8,8
9.176,8,8,8
9.178000000000001,8,8,8
9.18,8,8,8
9.182,8,8,8
9.183999999999999,8,8,8
9.186,8,8,8
9.188000000000001,8,8,8
9.19,8,8,8
9.192,8,8,8
9.194000000000001,8,8,8
9.196,8,8,8
9.198,8,8,8
9.199999999999996,8,8,8
9.199999999999996,8,8,8
9.199999999999999,8,8,8
9.202,8,8,8
9.204000000000001,8,8,8
9.206,8,8,8
9.208,8,8,8
9.210000000000001,8,8,8
9.212,8,8,8
9.214,8,8,8
9.215999999999999,8,8,8
9.218,8,8,8
9.220000000000001,8,8,8
9.222,8,8,8
9.224,8,8,8
9.226000000000001,8,8,8
9.228,8,8,8
9.23,8,8,8
9.231999999999999,8,8,8
9.234,8,8,8
9.236000000000001,8,8,8
9.238,8,8,8
9.24,8,8,8
9.242000000000001,8,8,8
9.244,8,8,8
9.246,8,8,8
9.247999999999999,8,8,8
9.249999999999996,8,8,8
9.249999999999996,8,8,8
9.25,8,8,8
9.252000000000001,8,8,8
9.254,8,8,8
9.256,8,8,8
9.257999999999999,8,8,8
9.26,8,8,8
9.262,8,8,8
9.263999999999999,8,8,8
9.266,8,8,8
9.268000000000001,8,8,8
9.27,8,8,8
9.272,8,8,8
9.273999999999999,8,8,8
9.276,8,8,8
9.278,8,8,8
9.279999999999999,8,8,8
9.282,8,8,8
9.284000000000001,8,8,8
9.286,8,8,8
9.288,8,8,8
9.289999999999999,8,8,8
9.292,8,8,8
9.294,8,8,8
9.295999999999999,8,8,8
9.298,8,8,8
9.299999999999997,8,8,8
9.299999999999997,8,8,8
9.300000000000001,8,8,8
9.302,8,8,8
9.304,8,8,8
9.305999999999999,8,8,8
9.308,8,8,8
9.31,8,8,8
9.31001305211368,8,8,8
9.31001305211368,8,8,8
9.310013052113783,8,8,8
9.310013052113783,8,8,8
9.311999999999999,8,8,8
9.314,8,8,8
9.316000000000001,8,8,8
9.318,8,8,8
9.32,8,8,8
9.321999999999999,8,8,8
9.324,8,8,8
9.326000000000001,8,8,8
9.327999999999999,8,8,8
9.33,8,8,8
9.332000000000001,8,8,8
9.334,8,8,8
9.336,8,8,8
9.337999999999999,8,8,8
9.34,8,8,8
9.342000000000001,8,8,8
9.343999999999999,8,8,8
9.346,8,8,8
9.348000000000001,8,8,8
9.349999999999998,8,8,8
9.349999999999998,8,8,8
9.35,8,8,8
9.352,8,8,8
9.353999999999999,8,8,8
9.356,8,8,8
9.358000000000001,8,8,8
9.359999999999999,8,8,8
9.362,8,8,8
9.364000000000001,8,8,8
9.366,8,8,8
9.368,8,8,8
9.369999999999999,8,8,8
9.372,8,8,8
9.374000000000001,8,8,8
9.375999999999999,8,8,8
9.378,8,8,8
9.380000000000001,8,8,8
9.382,8,8,8
9.384,8,8,8
9.385999999999999,8,8,8
9.388,8,8,8
9.390000000000001,8,8,8
9.391999999999999,8,8,8
9.394,8,8,8
9.396000000000001,8,8,8
9.398,8,8,8
9.399999999999999,8,8,8
9.399999999999999,8,8,8
9.4,8,8,8
9.401999999999999,8,8,8
9.404,8,8,8
9.406000000000001,8,8,8
9.407999999999999,8,8,8
9.41,8,8,8
9.412000000000001,8,8,8
9.414,8,8,8
9.416,8,8,8
9.417999999999999,8,8,8
9.42,8,8,8
9.422000000000001,8,8,8
9.423999999999999,8,8,8
9.426,8,8,8
9.428000000000001,8,8,8
9.43,8,8,8
9.432,8,8,8
9.433999999999999,8,8,8
9.436,8,8,8
9.438000000000001,8,8,8
9.44,8,8,8
9.442,8,8,8
9.444000000000001,8,8,8
9.446,8,8,8
